,year,event_date,event_type,actor1,country,latitude,longitude,fatalities,location,data,month,iso
12304,2014,04 March 2014,Protests,Protesters (Mauritania),Mauritania,17.5467,-14.6944,0,Boutilimit,2014-03-04,3,MRT
12305,2014,04 March 2014,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2014-03-04,3,MRT
12306,2014,04 March 2014,Protests,Protesters (Mauritania),Mauritania,16.2447,-8.1643,0,Timbedgha,2014-03-04,3,MRT
12307,2014,04 March 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.55,8.75,0,Rim,2014-03-04,3,NGA
12308,2014,03 March 2014,Protests,Protesters (Mauritania),Mauritania,15.5579,-11.18,0,El Ayoun,2014-03-03,3,MRT
12309,2014,03 March 2014,Protests,Protesters (Mauritania),Mauritania,16.6166,-11.4045,0,Kiffa,2014-03-03,3,MRT
12310,2014,03 March 2014,Battles,Police Forces of Nigeria (1999-2015),Nigeria,12.3558,7.9017,4,Gidan Mutum Daya,2014-03-03,3,NGA
12311,2014,03 March 2014,Protests,Protesters (Senegal),Senegal,14.6667,-17.4441,0,Dakar,2014-03-03,3,SEN
12312,2014,03 March 2014,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,1,Nouakchott,2014-03-03,3,MRT
12313,2014,03 March 2014,Protests,Protesters (Nigeria),Nigeria,6.6096,3.3566,0,Alausa,2014-03-03,3,NGA
12314,2014,03 March 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,11.8464,13.1603,1,Maiduguri,2014-03-03,3,NGA
12315,2014,03 March 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.6651,14.040999999999999,42,Jakana,2014-03-03,3,NGA
12316,2014,03 March 2014,Protests,Protesters (Nigeria),Nigeria,5.5167,5.75,0,Warri,2014-03-03,3,NGA
12317,2014,02 March 2014,Riots,Rioters (Senegal),Senegal,15.6559,-13.2554,0,Matam,2014-03-02,3,SEN
12318,2014,02 March 2014,Protests,Protesters (Nigeria),Nigeria,6.8144,3.1958,0,Ifo,2014-03-02,3,NGA
12319,2014,02 March 2014,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2014-03-02,3,MRT
12320,2014,02 March 2014,Violence against civilians,Unidentified Armed Group (Senegal),Senegal,14.7908,-17.339000000000002,0,Malika,2014-03-02,3,SEN
12321,2014,02 March 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.7774,7.0134,1,Port Harcourt,2014-03-02,3,NGA
12322,2014,02 March 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,12.1,13.7,29,Mafa,2014-03-02,3,NGA
12323,2014,02 March 2014,Protests,Protesters (Senegal),Senegal,13.7715,-13.6696,0,Tambacounda,2014-03-02,3,SEN
12324,2014,01 March 2014,Battles,Military Forces of France,Mali,16.7705,-3.0056,1,Timbuktu,2014-03-01,3,MLI
12325,2014,01 March 2014,Battles,Military Forces of France,Mali,16.7705,-3.0056,1,Timbuktu,2014-03-01,3,MLI
12326,2014,01 March 2014,Battles,Military Forces of France,Mali,16.7705,-3.0056,1,Timbuktu,2014-03-01,3,MLI
12327,2014,01 March 2014,Explosions/Remote violence,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.8464,13.1603,35,Maiduguri,2014-03-01,3,NGA
12328,2014,01 March 2014,Battles,PDP: Peoples Democratic Party,Nigeria,7.1273,9.0198,0,Lessel,2014-03-01,3,NGA
12329,2014,01 March 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.8288,12.6345,39,Mainok,2014-03-01,3,NGA
12330,2014,28 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,9.2,12.4833,6,Yola,2014-02-28,2,NGA
12331,2014,28 February 2014,Explosions/Remote violence,Military Forces of Nigeria (1999-2015),Nigeria,11.155999999999999,12.7576,20,Damboa,2014-02-28,2,NGA
12332,2014,28 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,11.8464,13.1603,7,Maiduguri,2014-02-28,2,NGA
12333,2014,27 February 2014,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2014-02-27,2,MRT
12334,2014,27 February 2014,Riots,Rioters (Nigeria),Nigeria,6.6333,2.7333,1,Idiroko,2014-02-27,2,NGA
12335,2014,27 February 2014,Protests,Protesters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2014-02-27,2,NGA
12336,2014,27 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,10.6159,13.3849,0,Michika,2014-02-27,2,NGA
12337,2014,27 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.6333,8.7667,2,Riyom,2014-02-27,2,NGA
12338,2014,27 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.5333,8.9,0,Barkin Ladi,2014-02-27,2,NGA
12339,2014,26 February 2014,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,18.44,1.41,0,Kidal,2014-02-26,2,MLI
12340,2014,26 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,10.6159,13.3849,6,Michika,2014-02-26,2,NGA
12341,2014,26 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.7774,7.0134,0,Port Harcourt,2014-02-26,2,NGA
12342,2014,26 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.6159,13.3849,32,Michika,2014-02-26,2,NGA
12343,2014,26 February 2014,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,18.44,1.41,0,Kidal,2014-02-26,2,MLI
12344,2014,25 February 2014,Protests,Protesters (Nigeria),Nigeria,7.1167,3.3667,0,Oke Mosan,2014-02-25,2,NGA
12345,2014,25 February 2014,Strategic developments,Government of Senegal (2012-),Senegal,14.6667,-17.4441,0,Dakar,2014-02-25,2,SEN
12346,2014,25 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.2689,11.9994,43,Buni Yadi,2014-02-25,2,NGA
12347,2014,24 February 2014,Protests,Protesters (Nigeria),Nigeria,7.7411,8.5121,0,Makurdi,2014-02-24,2,NGA
12348,2014,24 February 2014,Riots,Rioters (Nigeria),Nigeria,9.794,8.863999999999999,0,Bukuru,2014-02-24,2,NGA
12349,2014,24 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,7.3878,3.8964,1,Ibadan,2014-02-24,2,NGA
12350,2014,24 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.7832,6.3132,0,Otuaka,2014-02-24,2,NGA
12351,2014,24 February 2014,Protests,Protesters (Nigeria),Nigeria,6.5942,3.3375,0,Ikeja,2014-02-24,2,NGA
12352,2014,24 February 2014,Protests,Protesters (Nigeria),Nigeria,5.4833,7.0304,0,Owerri,2014-02-24,2,NGA
12353,2014,23 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.577,13.5367,2,Mairami,2014-02-23,2,NGA
12354,2014,23 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,10.9831,13.3434,3,Izge-Rana,2014-02-23,2,NGA
12355,2014,23 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.794,8.863999999999999,9,Bukuru,2014-02-23,2,NGA
12356,2014,22 February 2014,Battles,Fulani Ethnic Militia (Nigeria),Nigeria,7.7411,8.5121,2,Makurdi,2014-02-22,2,NGA
12357,2014,22 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.5333,8.9,29,Barkin Ladi,2014-02-22,2,NGA
12358,2014,21 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,7.5887,8.2087,18,Naka,2014-02-21,2,NGA
12359,2014,20 February 2014,Battles,Unidentified Armed Group (Mali),Mali,18.44,1.41,0,Kidal,2014-02-20,2,MLI
12360,2014,20 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,7.5887,8.2087,17,Naka,2014-02-20,2,NGA
12361,2014,20 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,6.2682,7.7382,0,Ezza-Agu,2014-02-20,2,NGA
12362,2014,20 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.5333,8.9,12,Barkin Ladi,2014-02-20,2,NGA
12363,2014,19 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,11.5221,13.6856,50,Bama,2014-02-19,2,NGA
12364,2014,19 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.5221,13.6856,50,Bama,2014-02-19,2,NGA
12365,2014,18 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,10.6129,12.1946,1,Biu,2014-02-18,2,NGA
12366,2014,18 February 2014,Protests,Protesters (Nigeria),Nigeria,6.6096,3.3566,0,Alausa,2014-02-18,2,NGA
12367,2014,18 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,7.8155,8.8604,8,Gbajimba,2014-02-18,2,NGA
12368,2014,18 February 2014,Riots,Rioters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2014-02-18,2,NGA
12369,2014,18 February 2014,Riots,Rioters (Nigeria),Nigeria,10.0545,9.0604,4,Toro,2014-02-18,2,NGA
12370,2014,18 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,10.1614,12.7399,11,Gombi,2014-02-18,2,NGA
12371,2014,17 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,10.9938,10.4118,0,Darazo,2014-02-17,2,NGA
12372,2014,17 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.794,8.863999999999999,7,Bukuru,2014-02-17,2,NGA
12373,2014,16 February 2014,Explosions/Remote violence,GMA: Mourabitounes Group of Azawad,Mali,16.7705,-3.0056,0,Timbuktu,2014-02-16,2,MLI
12374,2014,16 February 2014,Protests,Protesters (Mauritania),Mauritania,18.0465,-15.9739,0,Arafat,2014-02-16,2,MRT
12375,2014,16 February 2014,Protests,Protesters (Mauritania),Mauritania,18.1051,-15.9288,0,Dar Naim,2014-02-16,2,MRT
12376,2014,16 February 2014,Protests,Protesters (Mauritania),Mauritania,18.0995,-15.9574,0,Ksar,2014-02-16,2,MRT
12377,2014,16 February 2014,Protests,Protesters (Mauritania),Mauritania,18.0708,-15.8989,0,Toujounine,2014-02-16,2,MRT
12378,2014,16 February 2014,Riots,Rioters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2014-02-16,2,MRT
12379,2014,16 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,8.2333,8.5667,5,Kadarko,2014-02-16,2,NGA
12380,2014,15 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,6.4426,7.5022,1,Enugu,2014-02-15,2,NGA
12381,2014,15 February 2014,Violence against civilians,Unidentified Armed Group (Mali),Mali,16.2717,-0.0447,3,Gao,2014-02-15,2,MLI
12382,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.295,13.2579,10,Yaza,2014-02-15,2,NGA
12383,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.2573,13.0441,10,Shuwa,2014-02-15,2,NGA
12384,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.8635,13.5189,15,Sabongari Chambula,2014-02-15,2,NGA
12385,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.2637,13.0899,10,Kwambola,2014-02-15,2,NGA
12386,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.9831,13.3434,106,Izge-Rana,2014-02-15,2,NGA
12387,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.3891,12.9792,10,Dagu,2014-02-15,2,NGA
12388,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.3589,12.7927,10,Bizigu,2014-02-15,2,NGA
12389,2014,15 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,12.9234,13.5606,0,Kukawa,2014-02-15,2,NGA
12390,2014,14 February 2014,Protests,Protesters (Nigeria),Nigeria,6.0241,7.2667,0,Umueje,2014-02-14,2,NGA
12391,2014,14 February 2014,Violence against civilians,Police Forces of Nigeria (1999-2015),Nigeria,8.2167,4.9,1,Esie,2014-02-14,2,NGA
12392,2014,13 February 2014,Explosions/Remote violence,MUJAO: Movement for Unity and Jihad in West Africa,Mali,16.2717,-0.0447,0,Gao,2014-02-13,2,MLI
12393,2014,13 February 2014,Protests,Protesters (Nigeria),Nigeria,7.7667,4.5667,0,Oshogbo,2014-02-13,2,NGA
12394,2014,13 February 2014,Protests,Protesters (Nigeria),Nigeria,7.7667,4.5667,0,Oshogbo,2014-02-13,2,NGA
12395,2014,13 February 2014,Violence against civilians,Tiv Ethnic Militia (Nigeria),Nigeria,8.5333,8.7167,3,Yelwata,2014-02-13,2,NGA
12396,2014,13 February 2014,Riots,Rioters (Nigeria),Nigeria,10.8864,13.63,0,Madagali,2014-02-13,2,NGA
12397,2014,13 February 2014,Riots,Rioters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2014-02-13,2,NGA
12398,2014,12 February 2014,Protests,Protesters (Mali),Mali,13.8916,-11.7054,0,Sadiola,2014-02-12,2,MLI
12399,2014,12 February 2014,Protests,Protesters (Nigeria),Nigeria,4.8393,7.0412,0,Obia,2014-02-12,2,NGA
12400,2014,12 February 2014,Protests,Protesters (Mali),Mali,14.1008,-11.7926,0,Yatela,2014-02-12,2,MLI
12401,2014,12 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,10.8864,13.63,9,Madagali,2014-02-12,2,NGA
12402,2014,11 February 2014,Protests,Protesters (Mali),Mali,14.4551,-12.1994,0,Diboli,2014-02-11,2,MLI
12403,2014,11 February 2014,Battles,BVYG: Borno Vigilance Youths Group,Nigeria,11.6558,13.4213,5,Konduga,2014-02-11,2,NGA
12404,2014,11 February 2014,Protests,Protesters (Nigeria),Nigeria,5.5546,5.7862,0,Effurun,2014-02-11,2,NGA
12405,2014,11 February 2014,Strategic developments,MAA: Arab Movement of the Azawad,Mali,22.6744,-3.9789,0,Taoudenni,2014-02-11,2,MLI
12406,2014,11 February 2014,Battles,MUJAO: Movement for Unity and Jihad in West Africa,Mali,16.2717,-0.0447,15,Gao,2014-02-11,2,MLI
12407,2014,11 February 2014,Protests,Protesters (Nigeria),Nigeria,7.3878,3.8964,0,Ibadan,2014-02-11,2,NGA
12408,2014,11 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.6558,13.4213,33,Konduga,2014-02-11,2,NGA
12409,2014,11 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.6558,13.4213,5,Konduga,2014-02-11,2,NGA
12410,2014,10 February 2014,Battles,MUJAO: Movement for Unity and Jihad in West Africa,Mali,16.2717,-0.0447,15,Gao,2014-02-10,2,MLI
12411,2014,10 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,11.6291,7.1564,0,Daudawa,2014-02-10,2,NGA
12412,2014,09 February 2014,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2014-02-09,2,MRT
12413,2014,09 February 2014,Battles,MNLA: National Movement for the Liberation of Azawad,Mali,15.9182,2.4022,4,Menaka,2014-02-09,2,MLI
12414,2014,09 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.794,8.863999999999999,2,Bukuru,2014-02-09,2,NGA
12415,2014,08 February 2014,Battles,Police Forces of Nigeria (1999-2015),Nigeria,4.6431,6.0806,0,Peremabiri,2014-02-08,2,NGA
12416,2014,08 February 2014,Riots,Rioters (Senegal),Senegal,12.7081,-15.5569,0,Sedhiou,2014-02-08,2,SEN
12417,2014,08 February 2014,Battles,MNLA: National Movement for the Liberation of Azawad,Mali,15.9182,2.4022,3,Menaka,2014-02-08,2,MLI
12418,2014,08 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,7.6333,8.55,4,Apir,2014-02-08,2,NGA
12419,2014,08 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,12.3342,6.4057,20,Maru,2014-02-08,2,NGA
12420,2014,08 February 2014,Violence against civilians,Unidentified Armed Group (Senegal),Senegal,13.8167,-13.9167,0,Sinthiou Maleme,2014-02-08,2,SEN
12421,2014,08 February 2014,Violence against civilians,MUJAO: Movement for Unity and Jihad in West Africa,Mali,18.44,1.41,0,Kidal,2014-02-08,2,MLI
12422,2014,07 February 2014,Protests,Protesters (Nigeria),Nigeria,6.5942,3.3375,0,Ikeja,2014-02-07,2,NGA
12423,2014,07 February 2014,Protests,Protesters (Nigeria),Nigeria,7.7411,8.5121,0,Makurdi,2014-02-07,2,NGA
12424,2014,07 February 2014,Protests,Protesters (Nigeria),Nigeria,6.4426,7.5022,0,Enugu,2014-02-07,2,NGA
12425,2014,07 February 2014,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2014-02-07,2,MRT
12426,2014,07 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,8.1167,12.05,6,Toungo,2014-02-07,2,NGA
12427,2014,06 February 2014,Battles,NURTW: National Union of Road Transport Workers,Nigeria,7.4667,4.5667,0,Ife-Ife,2014-02-06,2,NGA
12428,2014,06 February 2014,Riots,Rioters (Senegal),Senegal,12.5617,-15.8427,1,Biriki,2014-02-06,2,SEN
12429,2014,06 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,7.7411,8.5121,1,Makurdi,2014-02-06,2,NGA
12430,2014,06 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.1,9.9667,22,Wase,2014-02-06,2,NGA
12431,2014,06 February 2014,Violence against civilians,Unidentified Armed Group (Senegal),Senegal,12.8667,-14.3333,0,Medina Abdoul,2014-02-06,2,SEN
12432,2014,06 February 2014,Violence against civilians,Fulani Ethnic Militia (Mali),Mali,16.4032,0.9921,30,Tamkoutat,2014-02-06,2,MLI
12433,2014,06 February 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.7461,6.7677,1,Degema,2014-02-06,2,NGA
12434,2014,05 February 2014,Protests,Protesters (Senegal),Senegal,14.6667,-17.4441,0,Dakar,2014-02-05,2,SEN
12435,2014,05 February 2014,Protests,Protesters (Senegal),Senegal,12.5567,-16.7003,0,Carabane,2014-02-05,2,SEN
12436,2014,05 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.0667,9.9667,0,Wase Rock,2014-02-05,2,NGA
12437,2014,05 February 2014,Riots,Rioters (Nigeria),Nigeria,12.5592,6.8946,0,Birnin Magaji,2014-02-05,2,NGA
12438,2014,04 February 2014,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,16.2717,-0.0447,0,Gao,2014-02-04,2,MLI
12439,2014,04 February 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,11.155999999999999,12.7576,50,Damboa,2014-02-04,2,NGA
12440,2014,04 February 2014,Riots,Rioters (Nigeria),Nigeria,7.7667,4.5667,0,Oshogbo,2014-02-04,2,NGA
12441,2014,04 February 2014,Battles,Police Forces of Nigeria (1999-2015),Nigeria,11.1029,11.3823,1,Ngalda,2014-02-04,2,NGA
12442,2014,04 February 2014,Strategic developments,PDP: Peoples Democratic Party,Nigeria,7.7667,4.5667,0,Oshogbo,2014-02-04,2,NGA
12443,2014,04 February 2014,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.6333,8.7667,30,Riyom,2014-02-04,2,NGA
12444,2014,04 February 2014,Riots,Rioters (Nigeria),Nigeria,12.5432,7.8254,1,Kankiya,2014-02-04,2,NGA
12445,2014,04 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.1029,11.3823,19,Ngalda,2014-02-04,2,NGA
12446,2014,03 February 2014,Battles,Police Forces of Nigeria (1999-2015),Nigeria,10.7774,10.2976,0,Soro,2014-02-03,2,NGA
12447,2014,03 February 2014,Protests,Protesters (Nigeria),Nigeria,7.7667,4.5667,0,Oshogbo,2014-02-03,2,NGA
12448,2014,03 February 2014,Protests,Protesters (Nigeria),Nigeria,9.9285,8.8921,0,Jos,2014-02-03,2,NGA
12449,2014,03 February 2014,Protests,Protesters (Nigeria),Nigeria,6.4967,3.1208,0,Ijanikin,2014-02-03,2,NGA
12450,2014,03 February 2014,Protests,Protesters (Senegal),Senegal,12.7081,-15.5569,0,Sedhiou,2014-02-03,2,SEN
12451,2014,03 February 2014,Protests,Protesters (Nigeria),Nigeria,6.4939,3.1114,0,Oto,2014-02-03,2,NGA
12452,2014,03 February 2014,Protests,Protesters (Senegal),Senegal,14.15,-16.0666,0,Kaolack,2014-02-03,2,SEN
12453,2014,02 February 2014,Protests,Protesters (Senegal),Senegal,13.0852,-15.4916,0,Baghadadji,2014-02-02,2,SEN
12454,2014,02 February 2014,Protests,Protesters (Senegal),Senegal,13.0786,-15.5427,0,Banana,2014-02-02,2,SEN
12455,2014,02 February 2014,Protests,Protesters (Senegal),Senegal,13.0014,-15.6172,0,Kandiadiou,2014-02-02,2,SEN
12456,2014,02 February 2014,Protests,Protesters (Senegal),Senegal,13.05,-15.5,0,Karantaba,2014-02-02,2,SEN
12457,2014,02 February 2014,Riots,Rioters (Mauritania),Mauritania,15.8172,-9.3653,0,Kobenni,2014-02-02,2,MRT
12458,2014,02 February 2014,Protests,Protesters (Senegal),Senegal,13.05,-15.55,0,Bani,2014-02-02,2,SEN
12459,2014,02 February 2014,Protests,Protesters (Senegal),Senegal,13.05,-15.5833,0,Bissari,2014-02-02,2,SEN
12460,2014,02 February 2014,Riots,Rioters (Nigeria),Nigeria,9.005,7.6736,2,Masaka,2014-02-02,2,NGA
12461,2014,01 February 2014,Protests,Protesters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2014-02-01,2,NGA
12462,2014,01 February 2014,Protests,Protesters (Senegal),Senegal,12.8833,-14.95,0,Kolda,2014-02-01,2,SEN
12463,2014,01 February 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.1132,7.7252,4,Zaria,2014-02-01,2,NGA
12464,2014,31 January 2014,Battles,Christian Militia (Nigeria),Nigeria,10.8635,13.5189,0,Sabongari Chambula,2014-01-31,1,NGA
12465,2014,31 January 2014,Protests,Protesters (Senegal),Senegal,14.725,-17.2709,0,Rufisque,2014-01-31,1,SEN
12466,2014,31 January 2014,Violence against civilians,Unidentified Communal Militia (Nigeria),Nigeria,9.4833,7.6833,1,Kagarko,2014-01-31,1,NGA
12467,2014,31 January 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.8635,13.5189,11,Sabongari Chambula,2014-01-31,1,NGA
12468,2014,31 January 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.4833,7.6833,7,Kagarko,2014-01-31,1,NGA
12469,2014,31 January 2014,Explosions/Remote violence,Unidentified Armed Group (Nigeria),Nigeria,9.2,12.4833,7,Yola,2014-01-31,1,NGA
12470,2014,28 January 2014,Protests,Protesters (Nigeria),Nigeria,7.2526,5.1931,0,Akure,2014-01-28,1,NGA
12471,2014,28 January 2014,Protests,Protesters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2014-01-28,1,NGA
12472,2014,28 January 2014,Protests,Protesters (Nigeria),Nigeria,7.7411,8.5121,0,Makurdi,2014-01-28,1,NGA
12473,2014,27 January 2014,Protests,Protesters (Nigeria),Nigeria,6.4531,3.3958,0,Lagos,2014-01-27,1,NGA
12474,2014,27 January 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,7.4696,5.7362,0,Akunba,2014-01-27,1,NGA
12475,2014,26 January 2014,Protests,Protesters (Nigeria),Nigeria,6.5144,3.3584,0,Surulere,2014-01-26,1,NGA
12476,2014,26 January 2014,Strategic developments,Police Forces of Nigeria (1999-2015),Nigeria,5.0014,6.8741,0,Isiokpo,2014-01-26,1,NGA
12477,2014,26 January 2014,Battles,Police Forces of Nigeria (1999-2015),Nigeria,11.3928,10.1993,0,Giade,2014-01-26,1,NGA
12478,2014,26 January 2014,Battles,Ganmo Communal Militia (Nigeria),Nigeria,8.8167,4.9833,1,Share,2014-01-26,1,NGA
12479,2014,26 January 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.6558,13.4213,15,Konduga,2014-01-26,1,NGA
12480,2014,26 January 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,11.5796,13.5867,85,Kawuri,2014-01-26,1,NGA
12481,2014,26 January 2014,Violence against civilians,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,Nigeria,10.8864,13.63,26,Madagali,2014-01-26,1,NGA
12482,2014,26 January 2014,Strategic developments,Government of Senegal (2012-),Senegal,14.6667,-17.4441,0,Dakar,2014-01-26,1,SEN
12483,2014,25 January 2014,Protests,Protesters (Mali),Mali,16.7705,-3.0056,0,Timbuktu,2014-01-25,1,MLI
12484,2014,25 January 2014,Battles,Military Forces of Nigeria (1999-2015),Nigeria,4.5394,6.4003,0,Nembe,2014-01-25,1,NGA
12485,2014,25 January 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,12.5898,6.5779,1,Kaura Namoda,2014-01-25,1,NGA
12486,2014,25 January 2014,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.794,8.863999999999999,0,Bukuru,2014-01-25,1,NGA
12487,2014,24 January 2014,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,18.44,1.41,0,Kidal,2014-01-24,1,MLI
12488,2014,24 January 2014,Protests,Protesters (Senegal),Senegal,16.6602,-14.9594,0,Podor,2014-01-24,1,SEN
12489,2014,24 January 2014,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2014-01-24,1,MRT
12490,2014,24 January 2014,Riots,Rioters (Nigeria),Nigeria,6.4538,3.2059,0,Ojo,2014-01-24,1,NGA
12491,2014,23 January 2014,Protests,Protesters (Nigeria),Nigeria,4.7774,7.0134,0,Port Harcourt,2014-01-23,1,NGA
12492,2014,23 January 2014,Protests,Protesters (Nigeria),Nigeria,4.7832,6.3132,0,Otuaka,2014-01-23,1,NGA
12493,2014,23 January 2014,Battles,Fulani Ethnic Militia (Nigeria),Nigeria,7.827999999999999,7.8141,6,Obangedde,2014-01-23,1,NGA
12494,2014,23 January 2014,Protests,Protesters (Nigeria),Nigeria,6.7723,3.2046,0,Ilepa,2014-01-23,1,NGA
12495,2014,23 January 2014,Protests,Protesters (Nigeria),Nigeria,10.3134,9.8433,0,Bauchi,2014-01-23,1,NGA
