,Area,Item,Year,Unit,Value,Element,Flag
612,Nigeria,Percentage of population using at least basic drinking water services (percent),2000,%,46.1,Value,X
613,Nigeria,Percentage of population using at least basic drinking water services (percent),2001,%,47.6,Value,X
614,Nigeria,Percentage of population using at least basic drinking water services (percent),2002,%,49.1,Value,X
615,Nigeria,Percentage of population using at least basic drinking water services (percent),2003,%,50.6,Value,X
616,Nigeria,Percentage of population using at least basic drinking water services (percent),2004,%,52.1,Value,X
617,Nigeria,Percentage of population using at least basic drinking water services (percent),2005,%,53.6,Value,X
618,Nigeria,Percentage of population using at least basic drinking water services (percent),2006,%,55,Value,X
619,Nigeria,Percentage of population using at least basic drinking water services (percent),2007,%,56.5,Value,X
620,Nigeria,Percentage of population using at least basic drinking water services (percent),2008,%,57.9,Value,X
621,Nigeria,Percentage of population using at least basic drinking water services (percent),2009,%,59.3,Value,X
622,Nigeria,Percentage of population using at least basic drinking water services (percent),2010,%,60.7,Value,X
623,Nigeria,Percentage of population using at least basic drinking water services (percent),2011,%,62.1,Value,X
624,Nigeria,Percentage of population using at least basic drinking water services (percent),2012,%,63.4,Value,X
625,Nigeria,Percentage of population using at least basic drinking water services (percent),2013,%,64.7,Value,X
626,Nigeria,Percentage of population using at least basic drinking water services (percent),2014,%,66.1,Value,X
627,Nigeria,Percentage of population using at least basic drinking water services (percent),2015,%,67.3,Value,X
628,Nigeria,Percentage of population using at least basic sanitation services (percent),2000,%,36.5,Value,X
629,Nigeria,Percentage of population using at least basic sanitation services (percent),2001,%,36.1,Value,X
630,Nigeria,Percentage of population using at least basic sanitation services (percent),2002,%,35.8,Value,X
631,Nigeria,Percentage of population using at least basic sanitation services (percent),2003,%,35.5,Value,X
632,Nigeria,Percentage of population using at least basic sanitation services (percent),2004,%,35.2,Value,X
633,Nigeria,Percentage of population using at least basic sanitation services (percent),2005,%,35,Value,X
634,Nigeria,Percentage of population using at least basic sanitation services (percent),2006,%,34.7,Value,X
635,Nigeria,Percentage of population using at least basic sanitation services (percent),2007,%,34.4,Value,X
636,Nigeria,Percentage of population using at least basic sanitation services (percent),2008,%,34.2,Value,X
637,Nigeria,Percentage of population using at least basic sanitation services (percent),2009,%,33.9,Value,X
638,Nigeria,Percentage of population using at least basic sanitation services (percent),2010,%,33.7,Value,X
639,Nigeria,Percentage of population using at least basic sanitation services (percent),2011,%,33.4,Value,X
640,Nigeria,Percentage of population using at least basic sanitation services (percent),2012,%,33.2,Value,X
641,Nigeria,Percentage of population using at least basic sanitation services (percent),2013,%,33,Value,X
642,Nigeria,Percentage of population using at least basic sanitation services (percent),2014,%,32.8,Value,X
643,Nigeria,Percentage of population using at least basic sanitation services (percent),2015,%,32.6,Value,X
644,Nigeria,Percentage of children under 5 years affected by wasting (percent),2003,%,11.2,Value,X
645,Nigeria,Percentage of children under 5 years affected by wasting (percent),2007,%,13.4,Value,X
646,Nigeria,Percentage of children under 5 years affected by wasting (percent),2008,%,14.4,Value,X
647,Nigeria,Percentage of children under 5 years affected by wasting (percent),2011,%,10.2,Value,X
648,Nigeria,Percentage of children under 5 years affected by wasting (percent),2013,%,18.1,Value,X
649,Nigeria,Percentage of children under 5 years affected by wasting (percent),2014,%,7.9,Value,X
650,Nigeria,Percentage of children under 5 years affected by wasting (percent),2015,%,7.2,Value,X
651,Nigeria,Percentage of children under 5 years affected by wasting (percent),2016,%,10.8,Value,X
652,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2003,%,43,Value,X
653,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2007,%,42.8,Value,X
654,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2008,%,41,Value,X
655,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2011,%,36,Value,X
656,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2013,%,36.4,Value,X
657,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2014,%,32.9,Value,X
658,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2015,%,32.9,Value,X
659,Nigeria,Percentage of children under 5 years of age who are stunted (percent),2016,%,43.6,Value,X
660,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2003,%,6.2,Value,X
661,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2007,%,13.3,Value,X
662,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2008,%,10.5,Value,X
663,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2011,%,3,Value,X
664,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2013,%,4.9,Value,X
665,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2014,%,1.8,Value,X
666,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2015,%,1.6,Value,X
667,Nigeria,Percentage of children under 5 years of age who are overweight (percent),2016,%,1.5,Value,X
668,Nigeria,Prevalence of obesity in the adult population (18 years and older),2000,%,3.4,Value,X
669,Nigeria,Prevalence of obesity in the adult population (18 years and older),2001,%,3.6,Value,X
670,Nigeria,Prevalence of obesity in the adult population (18 years and older),2002,%,3.8,Value,X
671,Nigeria,Prevalence of obesity in the adult population (18 years and older),2003,%,4,Value,X
672,Nigeria,Prevalence of obesity in the adult population (18 years and older),2004,%,4.2,Value,X
673,Nigeria,Prevalence of obesity in the adult population (18 years and older),2005,%,4.4,Value,X
674,Nigeria,Prevalence of obesity in the adult population (18 years and older),2006,%,4.7,Value,X
675,Nigeria,Prevalence of obesity in the adult population (18 years and older),2007,%,4.9,Value,X
676,Nigeria,Prevalence of obesity in the adult population (18 years and older),2008,%,5.2,Value,X
677,Nigeria,Prevalence of obesity in the adult population (18 years and older),2009,%,5.5,Value,X
678,Nigeria,Prevalence of obesity in the adult population (18 years and older),2010,%,5.8,Value,X
679,Nigeria,Prevalence of obesity in the adult population (18 years and older),2011,%,6.1,Value,X
680,Nigeria,Prevalence of obesity in the adult population (18 years and older),2012,%,6.4,Value,X
681,Nigeria,Prevalence of obesity in the adult population (18 years and older),2013,%,6.7,Value,X
682,Nigeria,Prevalence of obesity in the adult population (18 years and older),2014,%,7,Value,X
683,Nigeria,Prevalence of obesity in the adult population (18 years and older),2015,%,7.4,Value,X
684,Nigeria,Prevalence of obesity in the adult population (18 years and older),2016,%,7.8,Value,X
685,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2000,%,52.7,Value,X
686,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2001,%,52.6,Value,X
687,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2002,%,52.6,Value,X
688,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2003,%,52.5,Value,X
689,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2004,%,52.3,Value,X
690,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2005,%,52.2,Value,X
691,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2006,%,51.9,Value,X
692,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2007,%,51.6,Value,X
693,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2008,%,51.2,Value,X
694,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2009,%,50.8,Value,X
695,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2010,%,50.5,Value,X
696,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2011,%,50.2,Value,X
697,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2012,%,49.9,Value,X
698,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2013,%,49.8,Value,X
699,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2014,%,49.6,Value,X
700,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2015,%,49.6,Value,X
701,Nigeria,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,49.8,Value,X
702,Nigeria,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2000,%,15.4,Value,X
703,Nigeria,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2003,%,15.6,Value,X
704,Nigeria,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2007,%,11.5,Value,X
705,Nigeria,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2008,%,12.5,Value,X
706,Nigeria,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2011,%,14.7,Value,X
707,Nigeria,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2013,%,16.9,Value,X
708,Nigeria,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2016,%,23.3,Value,X
710,Mali,Average dietary energy supply adequacy (percent) (3-year average),2001,%,118,Value,F
711,Mali,Average dietary energy supply adequacy (percent) (3-year average),2002,%,119,Value,F
712,Mali,Average dietary energy supply adequacy (percent) (3-year average),2003,%,120,Value,F
713,Mali,Average dietary energy supply adequacy (percent) (3-year average),2004,%,121,Value,F
714,Mali,Average dietary energy supply adequacy (percent) (3-year average),2005,%,122,Value,F
715,Mali,Average dietary energy supply adequacy (percent) (3-year average),2006,%,124,Value,F
716,Mali,Average dietary energy supply adequacy (percent) (3-year average),2007,%,127,Value,F
717,Mali,Average dietary energy supply adequacy (percent) (3-year average),2008,%,130,Value,F
718,Mali,Average dietary energy supply adequacy (percent) (3-year average),2009,%,133,Value,F
719,Mali,Average dietary energy supply adequacy (percent) (3-year average),2010,%,135,Value,F
720,Mali,Average dietary energy supply adequacy (percent) (3-year average),2011,%,136,Value,F
721,Mali,Average dietary energy supply adequacy (percent) (3-year average),2012,%,136,Value,F
722,Mali,Average dietary energy supply adequacy (percent) (3-year average),2013,%,138,Value,F
723,Mali,Average dietary energy supply adequacy (percent) (3-year average),2014,%,139,Value,F
724,Mali,Average dietary energy supply adequacy (percent) (3-year average),2015,%,141,Value,F
725,Mali,Average dietary energy supply adequacy (percent) (3-year average),2016,%,141,Value,F
726,Mali,Average dietary energy supply adequacy (percent) (3-year average),2017,%,142,Value,F
727,Mali,Average dietary energy supply adequacy (percent) (3-year average),2018,%,141,Value,F
728,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2001,I$ per person,194,Value,F
729,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2002,I$ per person,189,Value,F
730,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2003,I$ per person,196,Value,F
731,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2004,I$ per person,197,Value,F
732,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2005,I$ per person,205,Value,F
733,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2006,I$ per person,205,Value,F
734,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2007,I$ per person,214,Value,F
735,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2008,I$ per person,224,Value,F
736,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2009,I$ per person,239,Value,F
737,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2010,I$ per person,240,Value,F
738,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2011,I$ per person,243,Value,F
739,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2012,I$ per person,242,Value,F
740,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2013,I$ per person,245,Value,F
741,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2014,I$ per person,241,Value,F
742,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015,I$ per person,238,Value,F
743,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016,I$ per person,244,Value,F
744,Mali,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2017,I$ per person,163,Value,F
745,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2001,%,68,Value,F
746,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2002,%,68,Value,F
747,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2003,%,67,Value,F
748,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2004,%,66,Value,F
749,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2005,%,66,Value,F
750,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2006,%,67,Value,F
751,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2007,%,67,Value,F
752,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2008,%,68,Value,F
753,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2009,%,68,Value,F
754,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2010,%,68,Value,F
755,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2011,%,68,Value,F
756,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2012,%,68,Value,F
757,Mali,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2013,%,67,Value,F
758,Mali,Average protein supply (g/cap/day) (3-year average),2001,g/capita/day,68.3,Value,F
759,Mali,Average protein supply (g/cap/day) (3-year average),2002,g/capita/day,68,Value,F
760,Mali,Average protein supply (g/cap/day) (3-year average),2003,g/capita/day,69,Value,F
761,Mali,Average protein supply (g/cap/day) (3-year average),2004,g/capita/day,70,Value,F
762,Mali,Average protein supply (g/cap/day) (3-year average),2005,g/capita/day,71.7,Value,F
763,Mali,Average protein supply (g/cap/day) (3-year average),2006,g/capita/day,72.4,Value,F
764,Mali,Average protein supply (g/cap/day) (3-year average),2007,g/capita/day,74,Value,F
765,Mali,Average protein supply (g/cap/day) (3-year average),2008,g/capita/day,75.4,Value,F
766,Mali,Average protein supply (g/cap/day) (3-year average),2009,g/capita/day,77.7,Value,F
767,Mali,Average protein supply (g/cap/day) (3-year average),2010,g/capita/day,79.4,Value,F
768,Mali,Average protein supply (g/cap/day) (3-year average),2011,g/capita/day,81,Value,F
769,Mali,Average protein supply (g/cap/day) (3-year average),2012,g/capita/day,81,Value,F
770,Mali,Average protein supply (g/cap/day) (3-year average),2013,g/capita/day,82.4,Value,F
771,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2001,g/capita/day,17,Value,F
772,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2002,g/capita/day,17,Value,F
773,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2003,g/capita/day,18,Value,F
774,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2004,g/capita/day,18,Value,F
775,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2005,g/capita/day,20,Value,F
776,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2006,g/capita/day,20,Value,F
777,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2007,g/capita/day,21,Value,F
778,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2008,g/capita/day,22,Value,F
779,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2009,g/capita/day,23,Value,F
780,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2010,g/capita/day,24,Value,F
781,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2011,g/capita/day,24,Value,F
782,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2012,g/capita/day,23,Value,F
783,Mali,Average supply of protein of animal origin (g/cap/day) (3-year average),2013,g/capita/day,23,Value,F
784,Mali,Rail lines density (total route in km per 100 square km of land area),2000,per 100 square km of land area,0.1,Value,X
785,Mali,Rail lines density (total route in km per 100 square km of land area),2001,per 100 square km of land area,0.1,Value,X
786,Mali,Rail lines density (total route in km per 100 square km of land area),2002,per 100 square km of land area,0.1,Value,X
787,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2000,I$,1465.8,Value,X
788,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2001,I$,1642.4,Value,X
789,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2002,I$,1643,Value,X
790,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2003,I$,1738.1,Value,X
791,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2004,I$,1710.1,Value,X
792,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2005,I$,1763.9,Value,X
793,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2006,I$,1786.3,Value,X
794,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2007,I$,1788,Value,X
795,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2008,I$,1812,Value,X
796,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2009,I$,1836,Value,X
797,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2010,I$,1875.2,Value,X
798,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2011,I$,1877.9,Value,X
799,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2012,I$,1808,Value,X
800,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2013,I$,1796.8,Value,X
801,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2014,I$,1868.3,Value,X
802,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2015,I$,1922.4,Value,X
803,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,1974.3,Value,X
804,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,2019.4,Value,X
805,Mali,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,2055.6,Value,X
806,Mali,Prevalence of undernourishment (percent) (3-year average),2001,%,14.6,Value,F
807,Mali,Prevalence of undernourishment (percent) (3-year average),2002,%,14,Value,F
808,Mali,Prevalence of undernourishment (percent) (3-year average),2003,%,13.5,Value,F
809,Mali,Prevalence of undernourishment (percent) (3-year average),2004,%,12.9,Value,F
810,Mali,Prevalence of undernourishment (percent) (3-year average),2005,%,12.2,Value,F
811,Mali,Prevalence of undernourishment (percent) (3-year average),2006,%,11.1,Value,F
812,Mali,Prevalence of undernourishment (percent) (3-year average),2007,%,9.8,Value,F
813,Mali,Prevalence of undernourishment (percent) (3-year average),2008,%,8.6,Value,F
814,Mali,Prevalence of undernourishment (percent) (3-year average),2009,%,7.7,Value,F
815,Mali,Prevalence of undernourishment (percent) (3-year average),2010,%,7.2,Value,F
816,Mali,Prevalence of undernourishment (percent) (3-year average),2011,%,6.9,Value,F
817,Mali,Prevalence of undernourishment (percent) (3-year average),2012,%,6.7,Value,F
818,Mali,Prevalence of undernourishment (percent) (3-year average),2013,%,6.4,Value,F
819,Mali,Prevalence of undernourishment (percent) (3-year average),2014,%,5.9,Value,F
820,Mali,Prevalence of undernourishment (percent) (3-year average),2015,%,5.6,Value,F
821,Mali,Prevalence of undernourishment (percent) (3-year average),2016,%,5.7,Value,F
822,Mali,Prevalence of undernourishment (percent) (3-year average),2017,%,6,Value,F
823,Mali,Prevalence of undernourishment (percent) (3-year average),2018,%,6.3,Value,F
824,Mali,Number of people undernourished (million) (3-year average),2001,millions,1.6,Value,F
825,Mali,Number of people undernourished (million) (3-year average),2002,millions,1.6,Value,F
826,Mali,Number of people undernourished (million) (3-year average),2003,millions,1.6,Value,F
827,Mali,Number of people undernourished (million) (3-year average),2004,millions,1.5,Value,F
828,Mali,Number of people undernourished (million) (3-year average),2005,millions,1.5,Value,F
829,Mali,Number of people undernourished (million) (3-year average),2006,millions,1.4,Value,F
830,Mali,Number of people undernourished (million) (3-year average),2007,millions,1.3,Value,F
831,Mali,Number of people undernourished (million) (3-year average),2008,millions,1.2,Value,F
832,Mali,Number of people undernourished (million) (3-year average),2009,millions,1.1,Value,F
833,Mali,Number of people undernourished (million) (3-year average),2010,millions,1.1,Value,F
834,Mali,Number of people undernourished (million) (3-year average),2011,millions,1,Value,F
835,Mali,Number of people undernourished (million) (3-year average),2012,millions,1,Value,F
836,Mali,Number of people undernourished (million) (3-year average),2013,millions,1,Value,F
837,Mali,Number of people undernourished (million) (3-year average),2014,millions,1,Value,F
838,Mali,Number of people undernourished (million) (3-year average),2015,millions,1,Value,F
839,Mali,Number of people undernourished (million) (3-year average),2016,millions,1,Value,F
840,Mali,Number of people undernourished (million) (3-year average),2017,millions,1.1,Value,F
841,Mali,Number of people undernourished (million) (3-year average),2018,millions,1.2,Value,F
842,Mali,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,%,,Value,NV
843,Mali,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018,%,,Value,NV
844,Mali,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,%,,Value,NV
845,Mali,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,%,,Value,NV
846,Mali,Number of severely food insecure people (million) (3-year average),2016,millions,,Value,NV
847,Mali,Number of severely food insecure people (million) (3-year average),2018,millions,,Value,NV
848,Mali,Number of moderately or severely food insecure people (million) (3-year average),2016,millions,,Value,NV
849,Mali,Number of moderately or severely food insecure people (million) (3-year average),2018,millions,,Value,NV
850,Mali,Cereal import dependency ratio (percent) (3-year average),2001,%,6.6,Value,F
851,Mali,Cereal import dependency ratio (percent) (3-year average),2002,%,8.6,Value,F
852,Mali,Cereal import dependency ratio (percent) (3-year average),2003,%,10.4,Value,F
853,Mali,Cereal import dependency ratio (percent) (3-year average),2004,%,9,Value,F
854,Mali,Cereal import dependency ratio (percent) (3-year average),2005,%,9.1,Value,F
855,Mali,Cereal import dependency ratio (percent) (3-year average),2006,%,9.6,Value,F
856,Mali,Cereal import dependency ratio (percent) (3-year average),2007,%,10.4,Value,F
857,Mali,Cereal import dependency ratio (percent) (3-year average),2008,%,8.4,Value,F
858,Mali,Cereal import dependency ratio (percent) (3-year average),2009,%,6.5,Value,F
859,Mali,Cereal import dependency ratio (percent) (3-year average),2010,%,5.4,Value,F
860,Mali,Cereal import dependency ratio (percent) (3-year average),2011,%,5,Value,F
861,Mali,Cereal import dependency ratio (percent) (3-year average),2012,%,6.9,Value,F
862,Mali,Cereal import dependency ratio (percent) (3-year average),2013,%,7.8,Value,F
863,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2001,%,5.2,Value,F
864,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2002,%,5.3,Value,F
865,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2003,%,5,Value,F
866,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2004,%,5,Value,F
867,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2005,%,5,Value,F
868,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2006,%,5.4,Value,F
869,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2007,%,5.4,Value,F
870,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2008,%,5.6,Value,F
871,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2009,%,5.6,Value,F
872,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2010,%,5.6,Value,F
873,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2011,%,5.5,Value,F
874,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2012,%,5.5,Value,F
875,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2013,%,5.6,Value,F
876,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2014,%,5.8,Value,F
877,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2015,%,5.9,Value,F
878,Mali,Percent of arable land equipped for irrigation (percent) (3-year average),2016,%,5.9,Value,F
879,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2001,%,18,Value,F
880,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2002,%,17,Value,F
881,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2003,%,18,Value,F
882,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2004,%,17,Value,F
883,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2005,%,17,Value,F
884,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2006,%,18,Value,F
885,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2007,%,19,Value,F
886,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2008,%,18,Value,F
887,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2009,%,17,Value,F
888,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2010,%,17,Value,F
889,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2011,%,17,Value,F
890,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2012,%,16,Value,F
891,Mali,Value of food imports in total merchandise exports (percent) (3-year average),2013,%,17,Value,F
892,Mali,Political stability and absence of violence/terrorism (index),2000,index,0.24,Value,X
893,Mali,Political stability and absence of violence/terrorism (index),2002,index,0.41,Value,X
894,Mali,Political stability and absence of violence/terrorism (index),2003,index,0.26,Value,X
895,Mali,Political stability and absence of violence/terrorism (index),2004,index,0.45,Value,X
896,Mali,Political stability and absence of violence/terrorism (index),2005,index,0.18,Value,X
897,Mali,Political stability and absence of violence/terrorism (index),2006,index,0.41,Value,X
898,Mali,Political stability and absence of violence/terrorism (index),2007,index,0.23,Value,X
899,Mali,Political stability and absence of violence/terrorism (index),2008,index,0.21,Value,X
900,Mali,Political stability and absence of violence/terrorism (index),2009,index,-0.08,Value,X
901,Mali,Political stability and absence of violence/terrorism (index),2010,index,-0.18,Value,X
902,Mali,Political stability and absence of violence/terrorism (index),2011,index,-0.71,Value,X
903,Mali,Political stability and absence of violence/terrorism (index),2012,index,-2.03,Value,X
904,Mali,Political stability and absence of violence/terrorism (index),2013,index,-1.72,Value,X
905,Mali,Political stability and absence of violence/terrorism (index),2014,index,-1.71,Value,X
906,Mali,Political stability and absence of violence/terrorism (index),2015,index,-1.69,Value,X
907,Mali,Political stability and absence of violence/terrorism (index),2016,index,-1.62,Value,X
908,Mali,Political stability and absence of violence/terrorism (index),2017,index,-1.91,Value,X
909,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2000,1000 I$,3.5,Value,F
910,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2001,1000 I$,7.1,Value,F
911,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2002,1000 I$,7.2,Value,F
912,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2003,1000 I$,9.7,Value,F
913,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2004,1000 I$,9.9,Value,F
914,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2005,1000 I$,7.2,Value,F
915,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2006,1000 I$,7.7,Value,F
916,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2007,1000 I$,7.7,Value,F
917,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2008,1000 I$,7.2,Value,F
918,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2009,1000 I$,12.6,Value,F
919,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2010,1000 I$,14.4,Value,F
920,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2011,1000 I$,13.5,Value,F
921,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2012,1000 I$,9.6,Value,F
922,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2013,1000 I$,8.7,Value,F
923,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2014,1000 I$,11,Value,F
924,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2015,1000 I$,10.7,Value,F
